inventory_id,store_id,product_id,stock_quantity,reorder_level,last_restock_date
222,2,295,218,17,2025-12-18
223,2,198,79,14,2025-04-12
224,2,42,246,41,2025-05-08
225,2,211,2,34,2026-02-02
226,2,269,381,21,2026-01-31
227,2,107,192,12,2025-06-04
228,2,11,93,24,2025-06-24
229,2,146,443,47,2025-09-10
230,2,38,117,38,2025-12-25
231,2,187,485,17,2025-02-21
232,2,149,84,18,2025-03-09
233,2,182,379,48,2025-10-16
234,2,45,12,38,2025-09-12
235,2,88,187,37,2025-01-11
236,2,56,362,43,2025-12-22
237,2,83,188,50,2025-10-06
238,2,111,54,36,2025-08-31
239,2,290,17,27,2025-08-12
240,2,195,285,37,2025-02-04
241,2,203,33,15,2025-05-15
242,2,132,449,32,2025-09-01
243,2,206,205,42,2025-05-05
244,2,31,464,18,2025-03-03
245,2,14,12,20,2025-02-14
246,2,28,292,21,2025-12-07
247,2,162,100,38,2025-12-04
248,2,9,279,33,2025-10-13
249,2,212,134,40,2025-02-04
250,2,231,497,21,2025-10-26
251,2,41,211,17,2025-10-14
252,2,71,20,24,2025-04-14
253,2,261,75,29,2025-03-10
254,2,77,382,35,2025-01-06
255,2,279,190,13,2025-09-19
256,2,59,403,10,2025-02-27
257,2,134,268,27,2025-10-27
258,2,157,271,10,2025-06-05
259,2,25,450,18,2025-06-13
260,2,163,471,25,2025-09-03
261,2,242,410,23,2025-04-07
262,2,130,339,40,2025-09-02
263,2,288,245,23,2025-02-20
264,2,30,88,34,2025-10-11
265,2,265,324,50,2025-10-05
266,2,260,439,14,2025-03-16
267,2,194,341,18,2025-09-19
268,2,202,74,14,2025-09-02
269,2,280,262,14,2025-10-17
270,2,258,84,25,2025-11-17
271,2,141,385,36,2025-11-17
272,2,79,185,24,2025-05-15
273,2,82,208,13,2026-01-21
274,2,228,221,12,2025-06-14
275,2,64,399,35,2025-01-15
276,2,123,98,33,2025-07-20
277,2,73,230,48,2025-04-26
278,2,287,383,18,2025-09-03
279,2,209,314,42,2025-07-28
280,2,21,330,50,2025-03-22
281,2,244,123,48,2025-09-24
282,2,105,147,41,2026-01-31
283,2,75,38,37,2025-11-04
284,2,213,15,36,2025-02-03
285,2,68,287,15,2025-12-27
286,2,7,456,19,2026-01-31
287,2,243,328,12,2025-07-09
288,2,136,142,35,2025-05-24
289,2,236,237,31,2025-06-05
290,2,273,428,44,2025-11-06
291,2,156,167,29,2025-08-29
292,2,207,261,41,2025-07-17
293,2,178,387,47,2025-12-22
294,2,81,286,48,2025-11-03
295,2,87,338,46,2025-03-12
296,2,183,240,31,2025-02-16
297,2,160,354,41,2025-06-25
298,2,294,272,43,2025-11-12
299,2,278,323,14,2025-05-09
300,2,270,322,27,2025-05-19
301,2,271,447,28,2025-11-01
302,2,263,262,24,2025-06-10
303,2,44,474,30,2025-05-03
304,2,235,289,22,2025-06-28
305,2,74,497,29,2025-04-09
306,2,40,422,31,2025-09-23
307,2,164,346,36,2025-05-23
308,2,241,135,48,2025-08-06
309,2,67,342,22,2026-01-29
310,2,169,313,18,2026-01-30
311,2,237,352,28,2025-04-08
312,2,43,351,33,2025-12-31
313,2,225,277,45,2025-06-14
314,2,61,104,39,2025-10-25
315,2,119,266,21,2025-03-02
316,2,281,370,28,2025-11-23
317,2,291,126,23,2025-11-03
318,2,251,404,50,2025-06-22
319,2,12,93,41,2025-07-11
320,2,131,125,35,2025-09-05
321,2,84,367,27,2025-10-18
322,2,91,235,44,2025-06-24
323,2,229,74,26,2025-11-07
324,2,214,36,26,2025-03-05
325,2,113,494,34,2025-10-09
326,2,2,201,10,2025-02-04
327,2,80,96,26,2025-09-11
328,2,24,232,45,2025-10-26
329,2,159,420,27,2025-09-19
330,2,292,290,36,2025-04-12
331,2,139,136,13,2025-08-07
332,2,193,321,41,2025-11-01
333,2,166,55,40,2025-08-12
334,2,167,198,30,2025-03-03
335,2,185,71,21,2025-03-04
336,2,219,185,13,2025-01-22
337,2,10,433,14,2025-05-23
338,2,175,55,45,2025-10-02
339,2,208,137,18,2025-02-19
340,2,33,473,37,2025-04-15
341,2,100,20,46,2025-01-31
342,2,257,5,17,2025-06-22
343,2,85,500,49,2026-01-04
344,2,224,141,28,2025-08-09
345,2,197,123,24,2025-04-23
346,2,201,316,48,2025-10-20
347,2,268,384,27,2025-10-10
348,2,29,181,25,2025-03-19
349,2,216,11,45,2025-10-27
350,2,227,162,24,2025-03-29
351,2,154,412,34,2025-04-15
352,2,76,277,49,2025-01-09
353,2,93,488,20,2025-02-16
354,2,22,292,49,2025-05-19
355,2,69,414,41,2025-03-05
356,2,16,48,25,2025-07-28
357,2,171,113,25,2025-08-24
358,2,177,312,20,2025-03-30
359,2,89,469,24,2025-05-24
360,2,48,54,10,2025-05-03
361,2,118,343,29,2025-08-11
362,3,244,440,48,2025-07-17
363,3,193,228,23,2025-04-29
364,3,239,51,15,2025-07-29
365,3,299,364,38,2025-08-15
366,3,274,76,34,2025-11-11
367,3,71,384,34,2025-01-12
368,3,100,277,27,2025-04-16
369,3,219,451,41,2025-08-12
370,3,139,404,43,2025-06-25
371,3,31,164,11,2025-09-13
372,3,196,259,49,2025-07-18
373,3,238,429,38,2025-11-07
374,3,265,105,33,2025-03-15
375,3,104,360,14,2025-11-04
376,3,195,428,34,2025-03-28
377,3,87,403,35,2025-04-17
378,3,166,111,30,2025-06-30
379,3,37,207,27,2025-05-08
380,3,40,366,28,2025-04-29
381,3,181,194,48,2025-08-29
382,3,9,491,11,2025-12-18
383,3,170,478,46,2025-05-05
384,3,222,330,14,2025-08-20
385,3,97,365,11,2025-07-19
386,3,261,292,32,2025-07-04
387,3,13,195,11,2025-09-09
388,3,198,223,38,2025-08-06
389,3,62,45,37,2025-05-11
390,3,76,178,24,2025-05-18
391,3,225,187,26,2025-09-03
392,3,180,80,20,2025-04-23
393,3,108,437,47,2025-11-27
394,3,64,264,48,2025-09-29
395,3,121,414,22,2025-01-19
396,3,209,195,33,2025-01-25
397,3,175,389,24,2025-02-16
398,3,68,362,20,2025-02-17
399,3,295,315,45,2025-01-26
400,3,138,128,15,2025-09-26
401,3,18,477,26,2025-08-20
402,3,232,76,28,2025-03-14
403,3,206,439,37,2025-05-23
404,3,7,445,21,2025-04-28
405,3,188,209,29,2025-03-27
406,3,262,266,14,2025-04-29
407,3,249,446,15,2025-11-14
408,3,2,26,46,2025-12-02
409,3,24,400,21,2025-05-28
410,3,111,280,40,2025-08-05
411,3,183,458,20,2025-05-01
412,3,263,8,22,2025-11-05
413,3,93,364,14,2025-02-04
414,3,258,395,16,2025-05-18
415,3,125,418,21,2025-10-01
416,3,114,63,39,2025-10-11
417,3,15,389,33,2026-01-06
418,3,131,91,19,2025-10-01
419,3,300,477,21,2025-05-06
420,3,73,402,10,2025-06-16
421,3,294,437,20,2026-01-28
422,3,293,139,42,2025-01-11
423,3,36,256,42,2025-01-30
424,3,130,201,18,2025-03-27
425,3,237,24,40,2025-03-21
426,3,116,433,18,2025-05-04
427,3,48,441,48,2025-07-08
428,3,279,293,27,2025-08-25
429,3,96,125,39,2025-03-31
430,3,250,363,17,2026-01-01
431,3,221,127,20,2025-11-24
432,3,256,310,12,2025-02-04
433,3,45,193,18,2025-01-01
434,3,49,147,39,2025-09-28
435,3,162,409,41,2025-12-13
436,3,268,386,35,2025-10-09
437,3,150,277,35,2025-09-26
438,3,257,238,43,2025-07-01
439,3,171,402,48,2025-10-23
440,3,297,367,35,2026-01-20
441,3,189,128,43,2025-07-28
442,3,22,85,42,2025-09-13
443,3,89,64,12,2025-04-16
444,3,42,0,48,2025-07-08
445,3,135,431,29,2025-03-01
446,3,124,309,36,2025-07-15
447,3,21,192,29,2025-07-11
448,3,290,12,30,2025-09-07
449,3,283,101,11,2025-04-21
450,3,61,222,50,2026-01-20
451,3,137,75,38,2025-10-30
452,3,248,404,18,2025-11-29
453,3,187,406,29,2025-07-22
454,3,94,125,19,2025-01-09
455,3,67,461,24,2025-08-13
456,3,25,129,41,2025-07-24
457,3,120,238,39,2025-07-10
458,3,231,451,23,2025-08-26
459,3,235,66,36,2025-01-27
460,3,236,125,19,2025-11-24
461,3,243,472,16,2025-06-01
462,3,127,191,13,2025-06-29
463,3,158,238,34,2025-12-01
464,3,269,446,37,2025-02-09
465,3,179,306,28,2025-07-01
466,3,271,420,42,2025-10-10
467,3,140,244,12,2025-09-03
468,3,43,34,32,2025-06-19
469,3,107,99,29,2025-09-17
470,3,77,84,10,2025-02-21
471,3,214,74,45,2025-05-19
472,3,172,30,11,2025-09-18
473,3,228,111,50,2025-09-24
474,3,272,190,11,2025-08-18
475,3,69,206,31,2025-11-10
476,3,88,235,32,2025-11-15
477,3,84,167,28,2025-07-08
478,3,128,26,43,2025-10-27
479,3,245,63,38,2026-01-24
480,3,17,249,37,2026-01-26
481,3,247,263,12,2025-12-08
482,3,240,399,45,2026-01-09
483,3,163,383,46,2025-09-17
484,3,29,34,19,2025-07-13
485,3,285,169,38,2026-01-10
486,3,81,369,50,2025-05-17
487,3,259,73,19,2026-01-26
488,3,106,468,22,2025-02-17
489,3,199,315,34,2025-05-22
490,3,211,201,24,2025-01-22
491,3,281,22,29,2025-01-07
492,3,52,488,18,2025-04-10
493,3,298,214,46,2025-04-10
494,3,79,213,19,2025-08-07
495,3,291,280,46,2025-05-11
496,3,210,469,23,2025-01-01
497,3,184,33,20,2025-01-20
498,3,151,135,40,2025-02-03
499,3,38,112,39,2025-03-26
500,3,103,473,41,2025-02-28
501,3,75,40,39,2025-06-25
502,3,66,315,33,2025-08-29
503,3,142,489,26,2025-10-23
504,3,168,285,45,2026-01-15
505,3,207,169,50,2025-12-07
506,3,112,167,43,2025-03-21
507,3,169,341,47,2025-09-24
508,3,57,349,27,2025-11-01
509,3,176,398,25,2025-04-26
510,3,253,417,11,2025-08-11
511,3,246,247,27,2025-06-18
512,3,50,481,42,2025-06-03
513,3,123,255,35,2025-01-27
514,3,174,487,47,2025-06-03
515,3,208,410,26,2025-02-24
516,3,154,421,19,2025-10-12
517,3,289,114,24,2025-05-08
518,3,72,237,19,2025-02-20
519,3,230,357,44,2025-09-16
520,3,234,185,36,2026-01-16
521,3,34,204,36,2025-10-18
522,3,32,169,29,2025-02-11
523,3,113,124,20,2025-11-16
524,3,4,246,14,2026-02-01
525,3,51,160,13,2025-08-12
526,3,255,207,37,2025-03-20
527,3,110,212,40,2025-01-16
528,3,78,170,33,2025-03-02
529,3,223,157,25,2025-09-07
530,3,226,450,41,2025-07-22
531,3,83,301,23,2025-07-27
532,3,165,220,25,2025-05-27
533,3,53,124,49,2025-03-26
534,3,23,172,20,2025-11-03
535,3,251,167,47,2025-07-12
536,3,241,436,15,2025-02-21
537,3,133,42,15,2026-01-13
538,3,95,4,19,2025-10-04
539,3,6,219,41,2025-02-17
540,3,55,478,19,2025-01-27
541,3,270,1,40,2025-04-01
542,3,129,16,18,2025-05-30
543,3,99,431,33,2025-12-14
544,3,105,351,32,2025-12-08
545,3,98,292,15,2025-01-21
546,3,218,84,29,2025-06-19
547,3,216,51,12,2025-10-26
548,3,27,42,12,2025-11-11
549,3,59,0,22,2025-03-29
550,3,86,459,35,2025-09-09
551,3,63,55,27,2025-10-31
552,3,26,149,49,2025-09-27
553,3,85,36,49,2025-05-26
554,3,11,70,14,2025-08-25
555,3,177,310,26,2025-03-22
556,4,280,397,42,2025-02-19
557,4,156,254,48,2025-04-25
558,4,114,352,28,2025-01-17
559,4,88,201,31,2025-12-07
560,4,147,83,40,2025-08-20
561,4,211,183,42,2025-06-06
562,4,208,150,35,2025-08-03
563,4,241,413,25,2025-06-08
564,4,233,341,30,2025-04-18
565,4,279,123,39,2025-03-18
566,4,3,360,19,2025-01-19
567,4,294,40,13,2025-10-28
568,4,45,448,17,2025-03-17
569,4,271,55,38,2025-03-06
570,4,121,76,14,2025-05-25
571,4,56,394,31,2025-12-19
572,4,288,163,47,2025-05-03
573,4,80,367,40,2025-08-11
574,4,187,209,17,2025-11-26
575,4,270,342,45,2026-01-09
576,4,106,300,29,2025-12-30
577,4,48,107,40,2025-12-02
578,4,8,17,33,2025-03-22
579,4,16,200,22,2025-06-26
580,4,230,33,13,2025-01-17
581,4,295,430,26,2025-07-19
582,4,61,95,41,2025-08-26
583,4,50,337,35,2025-12-30
584,4,265,441,30,2025-08-19
585,4,19,68,30,2026-01-17
586,4,102,494,37,2025-12-04
587,4,205,161,46,2025-12-25
588,4,119,94,10,2025-03-26
589,4,186,488,26,2025-08-01
590,4,85,47,41,2025-06-21
591,4,169,75,12,2025-03-13
592,4,103,122,42,2025-11-06
593,4,283,253,27,2025-04-14
594,4,81,369,21,2025-08-02
595,4,266,19,10,2025-11-20
596,4,59,184,31,2025-11-11
597,4,77,190,31,2025-01-02
598,4,79,53,40,2026-01-31
599,4,28,422,42,2025-04-14
600,4,71,108,19,2025-06-20
601,4,22,348,42,2025-05-21
602,4,58,271,35,2025-09-28
603,4,98,302,49,2025-11-10
604,4,159,100,37,2026-01-30
605,4,116,486,12,2025-08-21
606,4,128,493,47,2025-10-08
607,4,268,148,44,2026-01-22
608,4,171,233,12,2025-05-26
609,4,24,170,11,2025-07-28
610,4,201,301,50,2025-02-02
611,4,99,242,36,2025-08-26
612,4,44,468,48,2025-10-20
613,4,110,118,30,2025-10-30
614,4,239,114,38,2025-05-16
615,4,224,153,12,2025-04-28
616,4,34,342,47,2025-05-11
617,4,249,202,26,2025-01-03
618,4,18,271,24,2025-01-21
619,4,7,113,38,2025-05-03
620,4,2,203,10,2025-08-09
621,4,129,24,14,2025-05-21
622,4,25,274,44,2025-08-02
623,4,244,8,42,2026-01-11
624,4,204,406,50,2025-06-06
625,4,258,393,48,2025-12-06
626,4,177,26,41,2025-10-25
627,4,232,109,44,2025-12-05
628,4,52,282,28,2026-02-04
629,4,131,59,25,2025-07-19
630,4,122,287,31,2025-04-01
631,4,176,279,22,2025-01-08
632,4,240,350,37,2025-02-10
633,4,184,168,25,2025-09-03
634,4,250,10,16,2025-03-08
635,4,192,476,26,2025-03-28
636,4,96,336,28,2025-12-10
637,4,55,131,36,2025-03-24
638,4,87,463,37,2025-04-15
639,4,180,373,20,2025-07-05
640,4,91,49,28,2025-06-08
641,4,57,277,45,2025-11-24
642,4,54,35,14,2025-03-21
643,4,221,447,17,2025-01-02
644,4,21,488,25,2025-02-03
645,4,296,398,27,2025-04-02
646,4,217,58,38,2025-06-22
647,4,126,62,42,2026-01-28
648,4,196,427,44,2025-08-27
649,4,158,261,17,2025-09-04
650,4,41,342,49,2025-05-23
651,4,191,402,15,2025-07-02
652,4,199,403,15,2025-06-30
653,4,29,90,34,2025-04-07
654,4,51,279,26,2026-01-07
655,4,238,9,49,2026-01-28
656,4,287,44,14,2025-03-25
657,4,92,74,31,2025-03-24
658,4,127,267,44,2025-04-10
659,4,37,245,50,2025-06-29
660,4,144,15,31,2025-07-19
661,4,260,405,37,2025-02-23
662,4,100,413,42,2026-02-02
663,4,108,415,35,2025-04-19
664,4,149,85,22,2025-11-14
665,4,170,326,40,2026-02-01
666,4,206,300,14,2026-01-17
667,4,251,116,41,2025-10-13
668,4,167,394,39,2025-07-18
669,4,235,164,33,2025-04-12
670,4,193,460,12,2025-01-19
671,4,82,231,22,2025-01-02
672,4,197,292,32,2025-01-09
673,4,264,340,33,2025-11-29
674,4,299,173,36,2026-01-19
675,4,124,428,10,2025-06-11
676,4,12,441,39,2025-02-13
677,4,107,68,16,2025-11-01
678,4,46,266,45,2026-01-28
679,4,261,59,47,2025-03-11
680,4,185,242,41,2025-10-11
681,4,181,282,31,2025-03-03
682,4,190,319,12,2025-11-23
683,4,282,162,25,2025-06-09
684,4,214,274,37,2025-05-31
685,4,174,19,16,2025-01-29
686,4,226,480,29,2025-12-07
687,4,209,493,18,2025-12-23
688,4,285,132,34,2025-03-20
689,4,27,143,31,2025-07-30
690,4,43,38,43,2025-07-06
691,4,272,38,41,2025-06-07
692,4,284,378,29,2025-07-28
693,4,115,11,11,2025-05-26
694,4,231,167,21,2025-12-31
695,4,245,47,18,2025-09-26
696,4,219,308,48,2025-02-21
697,4,68,185,17,2025-02-18
698,4,148,499,26,2026-01-29
699,4,160,170,30,2025-03-05
700,4,136,93,46,2025-04-19
701,4,246,298,15,2025-04-29
702,4,109,25,27,2025-06-09
703,4,263,430,45,2026-01-22
704,4,141,277,15,2025-12-31
705,4,281,281,46,2025-12-20
706,4,269,279,29,2025-10-10
707,4,257,336,29,2025-02-21
708,4,74,458,35,2026-01-21
709,4,200,476,12,2025-06-09
710,4,202,470,36,2025-02-17
711,4,253,336,31,2025-05-18
712,4,66,379,13,2025-03-12
713,4,86,35,16,2025-10-29
714,4,222,2,16,2025-09-02
715,4,164,21,40,2025-07-04
716,4,182,207,44,2025-02-24
717,4,234,135,20,2025-10-30
718,4,183,481,45,2025-05-07
719,4,155,41,31,2025-03-28
720,4,33,94,46,2025-12-25
721,4,157,443,16,2025-11-19
722,4,111,415,11,2025-08-29
723,4,15,111,18,2025-03-28
724,4,274,377,42,2025-05-03
725,4,135,208,10,2025-12-15
726,4,67,267,27,2025-10-23
727,4,256,406,22,2025-09-10
728,4,189,280,25,2025-01-31
729,4,175,220,23,2025-11-10
730,4,227,341,34,2025-04-09
731,4,53,422,43,2025-05-30
732,4,145,176,18,2025-07-27
733,4,153,498,47,2025-07-30
734,4,236,466,47,2025-05-28
735,4,242,137,25,2025-11-12
736,4,23,438,17,2025-12-28
737,4,97,215,26,2025-11-28
738,4,166,309,41,2025-01-01
739,4,125,500,17,2025-07-27
740,4,179,302,22,2026-01-18
741,4,32,129,18,2025-10-23
742,4,207,94,47,2025-03-03
743,4,104,495,25,2025-03-09
744,4,39,364,12,2025-04-29
745,4,210,127,12,2026-01-10
746,4,216,36,35,2025-03-10
747,4,146,494,23,2025-05-22
748,4,195,491,17,2025-10-22
749,4,42,1,23,2026-01-03
750,4,89,56,10,2025-07-31
751,4,132,54,31,2025-04-16
752,4,228,228,19,2025-03-17
753,4,154,370,17,2025-07-08
754,4,267,166,36,2025-07-13
755,4,123,337,43,2025-12-15
756,4,83,140,38,2025-12-06
757,4,252,103,50,2025-03-16
758,5,125,199,32,2025-04-07
759,5,213,445,25,2025-09-08
760,5,200,250,27,2025-08-12
761,5,285,25,26,2025-01-02
762,5,160,221,39,2025-03-23
763,5,28,31,13,2026-01-19
764,5,219,234,43,2025-05-29
765,5,265,104,36,2025-02-26
766,5,121,451,28,2025-03-14
767,5,266,145,27,2025-04-01
768,5,228,218,10,2025-08-31
769,5,126,402,43,2025-02-03
770,5,94,300,39,2025-06-28
771,5,6,155,24,2025-08-19
772,5,140,102,27,2025-09-02
773,5,191,493,34,2025-05-19
774,5,169,82,40,2025-04-23
775,5,216,224,18,2025-01-09
776,5,171,399,25,2025-11-27
777,5,68,248,34,2025-04-23
778,5,84,485,45,2025-09-18
779,5,123,328,19,2025-02-26
780,5,93,137,33,2025-09-25
781,5,91,130,16,2025-05-20
782,5,193,441,43,2025-06-08
783,5,124,382,35,2025-01-11
784,5,38,32,46,2025-02-24
785,5,278,123,28,2025-05-10
786,5,63,414,25,2026-01-23
787,5,212,490,45,2025-11-11
788,5,185,294,43,2025-04-04
789,5,300,321,41,2025-09-28
790,5,230,1,19,2025-01-11
791,5,77,167,45,2025-08-03
792,5,127,290,31,2025-01-01
793,5,281,246,22,2025-04-06
794,5,205,55,29,2026-01-05
795,5,1,391,37,2025-05-09
796,5,5,356,27,2025-10-28
797,5,260,102,50,2025-07-25
798,5,52,342,48,2025-10-17
799,5,245,288,32,2025-02-19
800,5,273,194,40,2025-11-16
801,5,157,100,25,2025-06-16
802,5,183,23,31,2025-07-02
803,5,297,241,25,2025-09-30
804,5,192,170,41,2025-04-27
805,5,50,220,45,2025-01-09
806,5,137,353,14,2025-02-22
807,5,177,289,18,2025-04-29
808,5,187,210,12,2025-04-15
809,5,155,239,36,2025-10-01
810,5,225,378,14,2025-02-22
811,5,261,348,45,2025-08-14
812,5,294,367,18,2025-04-24
813,5,142,377,23,2025-04-22
814,5,58,189,16,2025-01-19
815,5,163,131,10,2025-10-28
816,5,65,209,17,2025-05-24
817,5,254,329,47,2025-08-19
818,5,30,457,23,2025-02-17
819,5,210,174,25,2025-11-10
